"hw.number","mean.temp","max.temp","min.temp","length","start.date","end.date","start.doy","start.month","days.above.80","days.above.85","days.above.90","days.above.95","days.above.99th","days.above.99.5th","first.in.season","threshold","mean.temp.quantile","max.temp.quantile","min.temp.quantile","mean.temp.1","mean.summer.temp","city"
47,82.772,83.156,82.292,3,2075-09-03,2075-09-05,245,9,3,0,0,0,0,0,0,81.44672,0.861095890410959,0.873424657534247,0.849315068493151,62.0297846575342,78.7958588235294,"phil"
48,82.166,82.2020000000001,82.1299999999999,2,2075-09-13,2075-09-14,255,9,2,0,0,0,0,0,0,81.44672,0.845479452054794,0.846849315068493,0.844657534246575,62.0297846575342,78.7958588235294,"phil"
49,84.224,85.8560000000001,83.3,3,2076-06-13,2076-06-15,164,6,3,1,0,0,0,0,1,81.44672,0.901095890410959,0.933972602739726,0.878630136986301,62.0297846575342,78.7958588235294,"phil"
50,84.104,87.2780000000001,82.4179999999999,3,2076-07-05,2076-07-07,186,7,3,1,0,0,0,0,0,81.44672,0.9,0.961369863013699,0.852602739726027,62.0297846575342,78.7958588235294,"phil"
51,82.625,82.67,82.58,2,2076-07-09,2076-07-10,190,7,2,0,0,0,0,0,0,81.44672,0.856986301369863,0.858904109589041,0.855890410958904,62.0297846575342,78.7958588235294,"phil"
52,86.9756,89.1499999999999,83.93,5,2076-07-12,2076-07-16,193,7,5,4,0,0,0,0,0,81.44672,0.956438356164384,0.980821917808219,0.896438356164384,62.0297846575342,78.7958588235294,"phil"
53,85.007,87.3319999999999,82.922,6,2076-07-19,2076-07-24,200,7,6,3,0,0,0,0,0,81.44672,0.917534246575342,0.962191780821918,0.867123287671233,62.0297846575342,78.7958588235294,"phil"
54,85.5104,87.98,81.8419999999999,15,2076-08-01,2076-08-15,213,8,15,10,0,0,0,0,0,81.44672,0.926849315068493,0.972602739726027,0.836986301369863,62.0297846575342,78.7958588235294,"phil"
55,85.3211428571429,88.1060000000001,82.31,7,2076-08-19,2076-08-25,231,8,7,5,0,0,0,0,0,81.44672,0.923835616438356,0.975068493150685,0.85041095890411,62.0297846575342,78.7958588235294,"phil"
56,84.038,85.82,82.256,2,2076-09-01,2076-09-02,244,9,2,1,0,0,0,0,0,81.44672,0.898904109589041,0.933424657534247,0.848219178082192,62.0297846575342,78.7958588235294,"phil"
57,83.849,85.5860000000001,82.1119999999999,2,2076-09-04,2076-09-05,247,9,2,1,0,0,0,0,0,81.44672,0.894246575342466,0.929315068493151,0.844109589041096,62.0297846575342,78.7958588235294,"phil"
58,82.568,83.444,81.4999999999999,3,2076-09-09,2076-09-11,252,9,3,0,0,0,0,0,0,81.44672,0.854794520547945,0.884931506849315,0.828219178082192,62.0297846575342,78.7958588235294,"phil"
59,83.7545,84.3799999999999,83.192,4,2076-09-15,2076-09-18,258,9,4,0,0,0,0,0,0,81.44672,0.890958904109589,0.905479452054795,0.874520547945206,62.0297846575342,78.7958588235294,"phil"
60,85.013,87.872,82.328,6,2077-06-15,2077-06-20,165,6,6,4,0,0,0,0,1,81.44672,0.918356164383562,0.971232876712329,0.850684931506849,62.0297846575342,78.7958588235294,"phil"
61,83.195,84.272,81.806,6,2077-06-24,2077-06-29,174,6,6,0,0,0,0,0,0,81.44672,0.874520547945206,0.901917808219178,0.836164383561644,62.0297846575342,78.7958588235294,"phil"
62,82.49,83.354,81.986,3,2077-07-01,2077-07-03,181,7,3,0,0,0,0,0,0,81.44672,0.853698630136986,0.88027397260274,0.842191780821918,62.0297846575342,78.7958588235294,"phil"
63,86.0321081081081,90.104,81.5539999999999,37,2077-07-09,2077-08-14,189,7,37,26,1,0,0,0,0,81.44672,0.936986301369863,0.987123287671233,0.828767123287671,62.0297846575342,78.7958588235294,"phil"
64,85.2491428571429,86.99,83.444,7,2077-08-16,2077-08-22,227,8,7,4,0,0,0,0,0,81.44672,0.922739726027397,0.957534246575342,0.884931506849315,62.0297846575342,78.7958588235294,"phil"
65,82.8770000000001,82.9760000000001,82.7780000000001,2,2077-08-30,2077-08-31,241,8,2,0,0,0,0,0,0,81.44672,0.864657534246575,0.868767123287671,0.861643835616438,62.0297846575342,78.7958588235294,"phil"
66,82.184,82.652,81.716,2,2078-05-21,2078-05-22,140,5,2,0,0,0,0,0,1,81.44672,0.845753424657534,0.857808219178082,0.832876712328767,62.0297846575342,78.7958588235294,"phil"
67,82.679,83.156,82.2020000000001,2,2078-06-05,2078-06-06,155,6,2,0,0,0,0,0,0,81.44672,0.858904109589041,0.873424657534247,0.846849315068493,62.0297846575342,78.7958588235294,"phil"
68,83.057,84.2,81.914,2,2078-06-12,2078-06-13,162,6,2,0,0,0,0,0,0,81.44672,0.87041095890411,0.900821917808219,0.839178082191781,62.0297846575342,78.7958588235294,"phil"
69,83.111,83.156,83.066,2,2078-06-15,2078-06-16,165,6,2,0,0,0,0,0,0,81.44672,0.872054794520548,0.873424657534247,0.871232876712329,62.0297846575342,78.7958588235294,"phil"
70,84.1505,86.108,81.986,4,2078-06-22,2078-06-25,172,6,4,2,0,0,0,0,0,81.44672,0.90027397260274,0.939452054794521,0.842191780821918,62.0297846575342,78.7958588235294,"phil"
71,85.712,86.648,84.7760000000001,2,2078-06-30,2078-07-01,180,6,2,1,0,0,0,0,0,81.44672,0.930684931506849,0.949315068493151,0.912602739726027,62.0297846575342,78.7958588235294,"phil"
72,85.193,87.1879999999999,83.192,6,2078-07-06,2078-07-11,186,7,6,4,0,0,0,0,0,81.44672,0.922739726027397,0.961095890410959,0.874520547945206,62.0297846575342,78.7958588235294,"phil"
73,83.372,83.66,83.0839999999999,2,2078-07-14,2078-07-15,194,7,2,0,0,0,0,0,0,81.44672,0.88027397260274,0.889041095890411,0.871780821917808,62.0297846575342,78.7958588235294,"phil"
74,84.596,86.7739999999999,82.2020000000001,8,2078-07-17,2078-07-24,197,7,8,3,0,0,0,0,0,81.44672,0.91013698630137,0.952602739726027,0.846849315068493,62.0297846575342,78.7958588235294,"phil"
75,83.5475,85.4959999999999,81.5539999999999,4,2078-07-26,2078-07-29,206,7,4,2,0,0,0,0,0,81.44672,0.886301369863014,0.926849315068493,0.828767123287671,62.0297846575342,78.7958588235294,"phil"
76,82.436,83.21,81.752,3,2078-08-01,2078-08-03,212,8,3,0,0,0,0,0,0,81.44672,0.852876712328767,0.875616438356164,0.833698630136986,62.0297846575342,78.7958588235294,"phil"
77,86.5058,90.392,81.986,10,2078-08-05,2078-08-14,216,8,10,9,1,0,0,0,0,81.44672,0.946849315068493,0.989041095890411,0.842191780821918,62.0297846575342,78.7958588235294,"phil"
78,84.1172,86.81,81.788,10,2078-08-16,2078-08-25,227,8,10,3,0,0,0,0,0,81.44672,0.90027397260274,0.953424657534247,0.835890410958904,62.0297846575342,78.7958588235294,"phil"
79,82.2559999999999,82.9399999999999,81.5719999999999,2,2078-09-02,2078-09-03,244,9,2,0,0,0,0,0,0,81.44672,0.847671232876712,0.867671232876712,0.82958904109589,62.0297846575342,78.7958588235294,"phil"
80,82.094,82.166,82.022,2,2078-09-28,2078-09-29,270,9,2,0,0,0,0,0,0,81.44672,0.843835616438356,0.845479452054794,0.843013698630137,62.0297846575342,78.7958588235294,"phil"
81,83.48,84.758,81.5719999999999,3,2079-05-30,2079-06-01,149,5,3,0,0,0,0,0,1,81.44672,0.885205479452055,0.911780821917808,0.82958904109589,62.0297846575342,78.7958588235294,"phil"
82,88.574,94.9819999999999,82.3999999999999,13,2079-07-05,2079-07-17,185,7,13,11,5,0,4,3,0,81.44672,0.977808219178082,1,0.851780821917808,62.0297846575342,78.7958588235294,"phil"
